,subject,relation,object,subject_type,object_type
295,many as 49 percent,enrolled,students,PERCENT,NOUN_CHUNK
296,the GI Bill,changed,perceptions,ORG,NOUN_CHUNK
297,study,attributes,28 percent,NOUN_CHUNK,PERCENT
298,Exhibit 28.The High School Movement,raised,education skill levels,ORG,NOUN_CHUNK
299,Starbucks,has,entered.gap,ORG,ORG
300,credentials,gaining,momentum,NOUN_CHUNK,NOUN_CHUNK
301,Markle Foundation,begun,initiative,ORG,NOUN_CHUNK
302,intensive approach,merges,training,NOUN_CHUNK,NOUN_CHUNK
303,new kind,emphasizes,skills,NOUN_CHUNK,NOUN_CHUNK
304,students,choose,vocational,NOUN_CHUNK,NOUN_CHUNK
305,dual system,produced,impressive results,NOUN_CHUNK,NOUN_CHUNK
306,Switzerland,has,robust apprenticeship pipeline,GPE,NOUN_CHUNK
307,70 percent,choose,vocational training,PERCENT,NOUN_CHUNK
308,German auto manufacturers,offer,apprenticeships,NOUN_CHUNK,NOUN_CHUNK
309,South Korea,adopted,apprenticeship model,GPE,NOUN_CHUNK
310,South Korea,has,one,GPE,CARDINAL
311,businesses,fill,openings,NOUN_CHUNK,NOUN_CHUNK
312,digital age,brought,multitude,NOUN_CHUNK,NOUN_CHUNK
313,Developing countries,experiencing,massive migration,NOUN_CHUNK,NOUN_CHUNK
314,world 247 million cross - border migrants,contributed,9.4 percent,NOUN_CHUNK,PERCENT
315,$6.7 trillion,had,world 247 million cross - border migrants,MONEY,NOUN_CHUNK
316,public attention,tend,remainder,NOUN_CHUNK,NOUN_CHUNK
317,platforms,enable,prospective employees,NOUN_CHUNK,NOUN_CHUNK
318,informed decisions,produce,better business results,NOUN_CHUNK,NOUN_CHUNK
319,information,supply,decisions,NOUN_CHUNK,NOUN_CHUNK
320,age population,earn,income,NOUN_CHUNK,NOUN_CHUNK
321,Independent work,offer,solutions,NOUN_CHUNK,NOUN_CHUNK
322,Taylor Review,included,recommendations,PERSON,NOUN_CHUNK
323,Studies,shown,poorer.raise,NOUN_CHUNK,NOUN_CHUNK
324,policy makers,have,a role to.population,NOUN_CHUNK,PRODUCT
325,jobs,consequences,adequate incomes,NOUN_CHUNK,NOUN_CHUNK
326,range,speed,transition,NOUN_CHUNK,NOUN_CHUNK
327,workers,ensure,skills,NOUN_CHUNK,NOUN_CHUNK
328,cases,have,economic rationale,NOUN_CHUNK,NOUN_CHUNK
329,industry,limits,number,NOUN_CHUNK,NOUN_CHUNK
330,forms,need,consideration,NOUN_CHUNK,NOUN_CHUNK
331,companies,paid,attention,NOUN_CHUNK,NOUN_CHUNK
332,condition companies,share,gains,NOUN_CHUNK,NOUN_CHUNK
333,"53,000 workers",are,wage increases,NOUN_CHUNK,NOUN_CHUNK
334,Walmart,sign,rises,GPE,NOUN_CHUNK
335,Danielle Paquette,"‘Look, I can quit’: Why Target is giving workers a big raise",The Washington Post,PERSON,ORG
336,rising minimum wage,Noam Scheiber,jobs,NOUN_CHUNK,NOUN_CHUNK
337,arguments,question,assumption,NOUN_CHUNK,NOUN_CHUNK
338,Advocates,say,assurance,NOUN_CHUNK,NOUN_CHUNK
339,OECD study,found,developed countries,NOUN_CHUNK,NOUN_CHUNK
340,adults,comparing,4 groups,NOUN_CHUNK,NOUN_CHUNK
341,average income,received,equivalent,NOUN_CHUNK,NOUN_CHUNK
342,motorbikes).1 Netherlands,authorized,testing monthly payments,GPE,NOUN_CHUNK
343,GOVERNMENTS,MAKE,TRANSITIONS,NOUN_CHUNK,NOUN_CHUNK
344,,Modernize,educational systems,NOUN_CHUNK,NOUN_CHUNK
345,graduates,entering,university education,NOUN_CHUNK,NOUN_CHUNK
346,Singapore,shown,individuals,GPE,NOUN_CHUNK
347,,Expand,transition support measures,NOUN_CHUNK,NOUN_CHUNK
348,Best practice,requires,cultural shift,NOUN_CHUNK,NOUN_CHUNK
349,governments,lose,sight,NOUN_CHUNK,NOUN_CHUNK
350,,Create,income support measures,NOUN_CHUNK,NOUN_CHUNK
351,governments,assess,impact,NOUN_CHUNK,NOUN_CHUNK
352,,Modernize,data collection,NOUN_CHUNK,NOUN_CHUNK
353,BUSINESS LEADERS,EMBRACE,AUTOMATION,NOUN_CHUNK,NOUN_CHUNK
354,Successful adoption,require,companies,NOUN_CHUNK,NOUN_CHUNK
355,entire business processes,imagine,advantage,NOUN_CHUNK,NOUN_CHUNK
356,review,shows,that AI,NOUN_CHUNK,ORG
357,early AI adopters,have,higher profit margins,NOUN_CHUNK,NOUN_CHUNK
358,,Rethink,organizational design,NOUN_CHUNK,NOUN_CHUNK
359,latest automation and AI technologies,have,strong digital capabilities,ORG,NOUN_CHUNK
360,,Consider,partnerships,NOUN_CHUNK,NOUN_CHUNK
361,universities,provide,training skill development,NOUN_CHUNK,NOUN_CHUNK
362,companies,adopt,automation,NOUN_CHUNK,NOUN_CHUNK
363,Similar collaborations,increase,availability,NOUN_CHUNK,NOUN_CHUNK
364,,Embrace,mentality,NOUN_CHUNK,NOUN_CHUNK
365,individuals,demonstrate,skills,NOUN_CHUNK,NOUN_CHUNK
366,,Consider,new ways,NOUN_CHUNK,NOUN_CHUNK
367,work,report,higher satisfaction,NOUN_CHUNK,NOUN_CHUNK
368,Automation,represents,hope,NOUN_CHUNK,NOUN_CHUNK
369,technologies,lift,productivity,NOUN_CHUNK,NOUN_CHUNK
370,machines,transitions,workers,NOUN_CHUNK,NOUN_CHUNK
371,appendix,provides,details,NOUN_CHUNK,NOUN_CHUNK
372,report,uses,databases,NOUN_CHUNK,NOUN_CHUNK
373,work,examines,labor demand,NOUN_CHUNK,NOUN_CHUNK
374,model,offers,static view,NOUN_CHUNK,NOUN_CHUNK
375,rising incomes driver,represents,increase,NOUN_CHUNK,NOUN_CHUNK
376,regression analyses,imply,major shift,NOUN_CHUNK,NOUN_CHUNK
377,productivity growth,job growth,demand growth,NOUN_CHUNK,NOUN_CHUNK
378,gross enrollment rates,using,2014 data,NOUN_CHUNK,NOUN_CHUNK
379,sector,estimate,gross new jobs,NOUN_CHUNK,NOUN_CHUNK
380,energy transitions driver,captures,potential job creation,NOUN_CHUNK,NOUN_CHUNK
381,remaining displaced workers,enter,unemployment,NOUN_CHUNK,NOUN_CHUNK
382,The GGM,uses,inputted unemployment displacement,ORG,NOUN_CHUNK
383,occupations,an occupation level,high levels,NOUN_CHUNK,NOUN_CHUNK
384,analyses,take,training requirements,NOUN_CHUNK,NOUN_CHUNK
385,DeepMind,described,reinforcement learning,PERSON,NOUN_CHUNK
386,AlphaGo system,defeated,world champion,NOUN_CHUNK,NOUN_CHUNK
387,artificial neural networks,had,three,NOUN_CHUNK,CARDINAL
388,deep learning networks,have,seven to ten or more,NOUN_CHUNK,CARDINAL
389,neural network,achieved,84 % correct score,ORG,NOUN_CHUNK
390,connections,Recurrent           Artificial neural networks,loops,NOUN_CHUNK,NOUN_CHUNK
391,grippers,pick,soft foods,NOUN_CHUNK,NOUN_CHUNK
392,workflows,require,data,NOUN_CHUNK,NOUN_CHUNK
393,bot,transformed,18Fs,NOUN_CHUNK,CARDINAL
394,Autor,Does,productivity,NOUN_CHUNK,NOUN_CHUNK
395,growth,threaten,employment,NOUN_CHUNK,NOUN_CHUNK
396,NBER,working,Autor,ORG,NOUN_CHUNK
397,Goldin,Managing,talent,PERSON,NOUN_CHUNK
398,The Review of Economics and Statistics,issue,93,ORG,CARDINAL
399,McKinsey & Company,Gaining,momentum,ORG,NOUN_CHUNK
400,advancing women equality,add,$12 trillion,NOUN_CHUNK,MONEY
401,Merisotis,needs,talent,PERSON,NOUN_CHUNK
402,Houghton Mifflin Harcourt,Exploring,effects,ORG,NOUN_CHUNK
403,Wei,Putting,renewables,PERSON,NOUN_CHUNK
404,clean energy industry,generate,jobs,NOUN_CHUNK,NOUN_CHUNK
405,leaders,An agenda,future,NOUN_CHUNK,NOUN_CHUNK
406,MGI report,explores,uses,NOUN_CHUNK,NOUN_CHUNK
407,MGI report,offers,solution,NOUN_CHUNK,NOUN_CHUNK
408,individuals,push,boundaries,NOUN_CHUNK,NOUN_CHUNK
0,Current research,focuses.on,themes,NOUN_CHUNK,NOUN_CHUNK
1,project team,included,Colin Britton,NOUN_CHUNK,PERSON
2,trade,connect,world economy,NOUN_CHUNK,NOUN_CHUNK
3,We.also,thank,colleagues,NOUN_CHUNK,NOUN_CHUNK
4,trade tensions,dominate,headlines,NOUN_CHUNK,NOUN_CHUNK
5,technologies,dampen,goods,NOUN_CHUNK,NOUN_CHUNK
6,smaller share,grow,complex unknowns,NOUN_CHUNK,NOUN_CHUNK
7,companies,localizing,supply chains,NOUN_CHUNK,NOUN_CHUNK
8,channels,increase,share,NOUN_CHUNK,NOUN_CHUNK
9,Regional integration,offers,possible solution,NOUN_CHUNK,NOUN_CHUNK
10,digital technologies,hold,possibilities,ORG,NOUN_CHUNK
11,forces,explain,changes,NOUN_CHUNK,NOUN_CHUNK
12,96%,REVEAL,5 STRUCTURAL SHIFTS,PERCENT,NOUN_CHUNK
13,in.,Assess,costs,NOUN_CHUNK,NOUN_CHUNK
14,customers,Build,closer digital supplier,NOUN_CHUNK,NOUN_CHUNK
15,generation,have,"complex,.multidimensional effects",NOUN_CHUNK,NOUN_CHUNK
16,trade,connect,world,NOUN_CHUNK,NOUN_CHUNK
17,Global value chains,reflect,millions,NOUN_CHUNK,CARDINAL
18,simplest value chains,involve,sequence,NOUN_CHUNK,NOUN_CHUNK
19,aircraft,involve,hundreds,NOUN_CHUNK,CARDINAL
20,machinery,given,rise,NOUN_CHUNK,NOUN_CHUNK
21,35 percent,involve,sequential steps,PERCENT,NOUN_CHUNK
22,Spending,averages,30 percent,NOUN_CHUNK,PERCENT
23,Industries,include,fabricated metals,NOUN_CHUNK,NOUN_CHUNK
24,value,chainsuse,relatively intermediate goods,NOUN_CHUNK,NOUN_CHUNK
25,value chains,generate,$20 trillion,NOUN_CHUNK,MONEY
26,19 countries,make,lower share,NOUN_CHUNK,NOUN_CHUNK
27,agriculture,other,870 million people,NOUN_CHUNK,NOUN_CHUNK
28,Resource intensive value chains,contribute,11 percent,NOUN_CHUNK,PERCENT
29,rising trade,reflects,global expansion,NOUN_CHUNK,NOUN_CHUNK
30,two-thirds,two-thirds,seven times people,CARDINAL,NOUN_CHUNK
31,high value industries,include,professional,NOUN_CHUNK,NOUN_CHUNK
32,knowledge intensive services,have,bachelor degrees,NOUN_CHUNK,NOUN_CHUNK
33,value chains,have,lower trade,NOUN_CHUNK,NOUN_CHUNK
34,high concentration,reflects,significant,NOUN_CHUNK,NOUN_CHUNK
35,GLOBAL VALUE CHAINS,UNDERGOING,STRUCTURAL SHIFTS,NOUN_CHUNK,NOUN_CHUNK
36,trend,reflects,development,NOUN_CHUNK,NOUN_CHUNK
37,Services,play,growing undervalued role,NOUN_CHUNK,NOUN_CHUNK
38,gross trade,totaled,$5.1 trillion,NOUN_CHUNK,MONEY
39,manufacturers,introduce,new types,NOUN_CHUNK,NOUN_CHUNK
40,service models,replace,time purchases,NOUN_CHUNK,NOUN_CHUNK
41,property,represent,tremendous value,NOUN_CHUNK,NOUN_CHUNK
42,trade statistics,capture,use,NOUN_CHUNK,NOUN_CHUNK
43,trade statistics,track,soaring cross - border flows,NOUN_CHUNK,NOUN_CHUNK
44,people,use,Facebook,NOUN_CHUNK,ORG
45,services    Professional services,create,value,NOUN_CHUNK,NOUN_CHUNK
46,perspective,shift,trade balance,NOUN_CHUNK,NOUN_CHUNK
47,Intangibles,playing,bigger role,NOUN_CHUNK,NOUN_CHUNK
48,growing emphasis,favors,countries,NOUN_CHUNK,NOUN_CHUNK
49,offshoring,part,price,NOUN_CHUNK,NOUN_CHUNK
50,creation,takes,place,NOUN_CHUNK,NOUN_CHUNK
51,innovations                              ,intensive,processing,ORG,NOUN_CHUNK
52,Intangibles,include,brands,NOUN_CHUNK,NOUN_CHUNK
53,automation,accelerate,importance,NOUN_CHUNK,NOUN_CHUNK
54,Volvo,canceled,plans,ORG,NOUN_CHUNK
55,Sportswear,designs,products,NOUN_CHUNK,NOUN_CHUNK
56,blown trade war,have,cumulative,NOUN_CHUNK,NOUN_CHUNK
57,companies,shift,companies,NOUN_CHUNK,NOUN_CHUNK
58,one-quarter,were,specific companies,CARDINAL,NOUN_CHUNK
59,firms,produce,87 percent,NOUN_CHUNK,PERCENT
60,data,boosted,world GDP,NOUN_CHUNK,NOUN_CHUNK
61,Higher tariffs,affect,firms,NOUN_CHUNK,NOUN_CHUNK
62,Volvo,Keith Naughton,production plans,ORG,NOUN_CHUNK
63,winter coat heavyweight,summary,cold shoulder,NOUN_CHUNK,NOUN_CHUNK
64,Previous MGI research,highlighted,China working age population,NOUN_CHUNK,NOUN_CHUNK
65,rising middle class,flexing,new spending power,NOUN_CHUNK,NOUN_CHUNK
66,the Philippines,leading,way,GPE,NOUN_CHUNK
67,India,exported,35 percent,GPE,PERCENT
68,consumers,stepped,purchases,NOUN_CHUNK,NOUN_CHUNK
69,Growing demand,offers,opportunity,NOUN_CHUNK,NOUN_CHUNK
70,industry,send,42 percent,NOUN_CHUNK,PERCENT
71,ECONOMIES,DECREASED,GLOBAL TRADE INTENSITY,NOUN_CHUNK,NOUN_CHUNK
72,value,bring,jobs,NOUN_CHUNK,NOUN_CHUNK
73,decline,reflects,growing industrial maturity,NOUN_CHUNK,NOUN_CHUNK
74,wave,dampen,global goods trade,NOUN_CHUNK,NOUN_CHUNK
75,cross - border B2C e - commerce sales,projects,approximately $1 trillion,NOUN_CHUNK,MONEY
76,Continued rapid growth,present,a.                      challenge,NOUN_CHUNK,NOUN_CHUNK
77,Automated document processing,speed,goods,NOUN_CHUNK,NOUN_CHUNK
78,Blockchain shipping solutions,reduce,transit times,NOUN_CHUNK,NOUN_CHUNK
79,digital technologies,transforming,global commerce,NOUN_CHUNK,NOUN_CHUNK
80,E7.New technologies,have,varying impacts,NOUN_CHUNK,NOUN_CHUNK
81,processing,reduces,time,NOUN_CHUNK,NOUN_CHUNK
82,.                                     Internet,track,shipments,ORG,NOUN_CHUNK
83,Autonomous              Autonomous vehicles,move,cargo,NOUN_CHUNK,NOUN_CHUNK
84,Australian company,utilizes,Google,NOUN_CHUNK,ORG
85,company,equips,new UK factory,NOUN_CHUNK,NOUN_CHUNK
86,Bangladesh,automates,textiles,GPE,NOUN_CHUNK
87,Artificial    Virtual                       British retailer,deploys,virtual assistants,NOUN_CHUNK,NOUN_CHUNK
88,Philippine company,employs,RPA,NOUN_CHUNK,NOUN_CHUNK
89,China,increases,electricity generation,GPE,NOUN_CHUNK
90,European consumers,buy,EVs,NOUN_CHUNK,NOUN_CHUNK
91,robotics,makes,proximity,NOUN_CHUNK,NOUN_CHUNK
92,Companies,reconsidering,location decisions,NOUN_CHUNK,NOUN_CHUNK
93,customer support services,offshoring,Companies,NOUN_CHUNK,NOUN_CHUNK
94,Additive manufacturing,influence,future trade flows,NOUN_CHUNK,NOUN_CHUNK
95,3-D printing,reduce,trade,NOUN_CHUNK,NOUN_CHUNK
96,New goods,impact,trade flows,NOUN_CHUNK,NOUN_CHUNK
97,electric vehicles,make,some 17 percent,NOUN_CHUNK,PERCENT
98,Spotify,popularize,streaming subscription models,ORG,NOUN_CHUNK
99,3D,printing,threat,PRODUCT,NOUN_CHUNK
100,Automation,reduces,value,NOUN_CHUNK,NOUN_CHUNK
101,Companies,efficiencies,end,ORG,NOUN_CHUNK
102,potential supplier networks,integration,potential,NOUN_CHUNK,NOUN_CHUNK
103,consumer goods,take,hyperlocal approach,NOUN_CHUNK,NOUN_CHUNK
104,value,coming,design,NOUN_CHUNK,NOUN_CHUNK
105,services,offer,advantages,NOUN_CHUNK,NOUN_CHUNK
106,companies,consider,costs,NOUN_CHUNK,NOUN_CHUNK
107,companies,face,complex set,NOUN_CHUNK,NOUN_CHUNK
108,,Prioritize,speed,NOUN_CHUNK,NOUN_CHUNK
109,,Build,closer supplier relationships,NOUN_CHUNK,NOUN_CHUNK
110,value chains,led,companies,NOUN_CHUNK,NOUN_CHUNK
111,approach,involved,hidden risks,NOUN_CHUNK,NOUN_CHUNK
112,Large firms,bring,systemic changes,NOUN_CHUNK,NOUN_CHUNK
113,countries,archetype,largest trade surplus,NOUN_CHUNK,NOUN_CHUNK
114,country specialization,determines,country exposure,NOUN_CHUNK,NOUN_CHUNK
115,Shifts,favor,advanced economies,NOUN_CHUNK,NOUN_CHUNK
116,comparative advantages,offer,interesting model,NOUN_CHUNK,NOUN_CHUNK
117,Resource producers,diversify,Resource producers,NOUN_CHUNK,NOUN_CHUNK
118,governments,address,unfinished business,NOUN_CHUNK,NOUN_CHUNK
119,global forces,the task,local economies,NOUN_CHUNK,NOUN_CHUNK
120,workers,find,substantially lower earnings,NOUN_CHUNK,NOUN_CHUNK
121,peers,experienced,greater job,NOUN_CHUNK,NOUN_CHUNK
122,high income workers,led,the.growth,NOUN_CHUNK,NOUN_CHUNK
123,manufacturing workers,face,disruptions,NOUN_CHUNK,NOUN_CHUNK
124,middle income countries,climb,economic ladder,NOUN_CHUNK,NOUN_CHUNK
125,automation technologies,narrowing,advantage,NOUN_CHUNK,NOUN_CHUNK
126,subset,has,critical advantage,NOUN_CHUNK,NOUN_CHUNK
127,automation,changes,balance,NOUN_CHUNK,NOUN_CHUNK
128,Mexico,plays,type,GPE,NOUN_CHUNK
129,Europe,play,role,LOC,NOUN_CHUNK
130,trend,lead,China,NOUN_CHUNK,GPE
131,the Philippines,have,opportunities,GPE,NOUN_CHUNK
132,agents,reduce,market,NOUN_CHUNK,NOUN_CHUNK
133,countries,have,limited participation,NOUN_CHUNK,NOUN_CHUNK
134,value chains,are,people,NOUN_CHUNK,NOUN_CHUNK
135,Recent MGI research,emphasized,role,NOUN_CHUNK,NOUN_CHUNK
136,world,build,comprehensive supply chains,NOUN_CHUNK,NOUN_CHUNK
137,shifts,have,implications,NOUN_CHUNK,NOUN_CHUNK
138,The 1990s and,saw,another.revolution,DATE,NOUN_CHUNK
139,internet,enabled,realignment,NOUN_CHUNK,NOUN_CHUNK
140,Box,represent,96 percent,NOUN_CHUNK,PERCENT
141,A.                                  farmer,cultivates,bananas,ORG,NOUN_CHUNK
142,countries,performing,intermediate steps,NOUN_CHUNK,NOUN_CHUNK
143,A.                                  farmer,use,imported fertilizers,ORG,NOUN_CHUNK
144,Food,have,relatively simple sequential value,NOUN_CHUNK,NOUN_CHUNK
145,Apparel,have,somewhat complex sequences,NOUN_CHUNK,NOUN_CHUNK
146,industry value chains,trade,patterns,NOUN_CHUNK,NOUN_CHUNK
147,second set,relates,countries,NOUN_CHUNK,NOUN_CHUNK
148,Networks,create,value,NOUN_CHUNK,NOUN_CHUNK
149,intensive value chains,include,computers,NOUN_CHUNK,NOUN_CHUNK
150,multiple countries,involve,sequential steps,NOUN_CHUNK,NOUN_CHUNK
151,hundreds,provide,inputs,CARDINAL,NOUN_CHUNK
152,Size,represents,Global innovations,NOUN_CHUNK,NOUN_CHUNK
153,global innovations value chains,employ,only 4 percent,NOUN_CHUNK,PERCENT
154,value,is,innovations,NOUN_CHUNK,NOUN_CHUNK
155,nations,represent,62 percent,NOUN_CHUNK,PERCENT
156,countries,participate, Regional processing,NOUN_CHUNK,NOUN_CHUNK
157,basic goods,fabricated,metal,NOUN_CHUNK,NOUN_CHUNK
158,intraregional trade,makes,56 percent,NOUN_CHUNK,PERCENT
159,archetype,includes,agriculture,NOUN_CHUNK,NOUN_CHUNK
160,agriculture,employs,almost 870 million,NOUN_CHUNK,CARDINAL
161,11 percent,added,highest share,PERCENT,NOUN_CHUNK
162,Mining,have,highest value,NOUN_CHUNK,NOUN_CHUNK
163,large labor intensive value chains,include,retail,NOUN_CHUNK,NOUN_CHUNK
164,services,generate,highest gross output,NOUN_CHUNK,NOUN_CHUNK
165,value chains,have,lower trade intensity,NOUN_CHUNK,NOUN_CHUNK
166,GLOBAL VALUE CHAINS,UNDERGOING,STRUCTURAL SHIFTS,NOUN_CHUNK,NOUN_CHUNK
167,analysis,documents,structural changes,NOUN_CHUNK,NOUN_CHUNK
168,world,entered,new phase,NOUN_CHUNK,NOUN_CHUNK
169,companies,see,soaring consumer demand,NOUN_CHUNK,NOUN_CHUNK
170,Services,play,growing undervalued role,NOUN_CHUNK,NOUN_CHUNK
171,trade,grown,more than 60 percent,NOUN_CHUNK,PERCENT
172,Traditional trade statistics,capture,scope,NOUN_CHUNK,NOUN_CHUNK
173,services,provide,large growing share,NOUN_CHUNK,NOUN_CHUNK
174,services,create,substantial value,NOUN_CHUNK,NOUN_CHUNK
175,automotive manufacturers,derive,up to 30 percent,NOUN_CHUNK,PERCENT
176,arbitrage,represents,only 18 percent,NOUN_CHUNK,PERCENT
177,value,reported,IP charges,NOUN_CHUNK,NOUN_CHUNK
178,IP charges,include,flows,NOUN_CHUNK,NOUN_CHUNK
179,the United States,increased,share,GPE,NOUN_CHUNK
180,trend,reflects,fact,NOUN_CHUNK,NOUN_CHUNK
181,chain,spend,36 percent,NOUN_CHUNK,PERCENT
182,innovations                              ,intensive,processing,ORG,NOUN_CHUNK
183,Intangibles,include,brands,NOUN_CHUNK,NOUN_CHUNK
184,low priced goods,dominate,world,NOUN_CHUNK,NOUN_CHUNK
185,Complex hand finishes,raise,price,NOUN_CHUNK,NOUN_CHUNK
186,WTO,assumed,prominent role,ORG,NOUN_CHUNK
187,Global innovations value chains,experienced,pronounced shift,NOUN_CHUNK,NOUN_CHUNK
188,2020.1 Primary resources,include,mining quarrying uranium thorium ores,NOUN_CHUNK,NOUN_CHUNK
189,economy,mention,tariffs,NOUN_CHUNK,NOUN_CHUNK
190,production,continue,regional long haul,NOUN_CHUNK,NOUN_CHUNK
191,Nearshoring,establishing,demand focused apparel value,ORG,NOUN_CHUNK
192,gross trade,dwarfed,$5.1 trillion,NOUN_CHUNK,MONEY
193,services,account.for,around 80 percent,NOUN_CHUNK,PERCENT
194,types,lend,types,NOUN_CHUNK,NOUN_CHUNK
195,Varying national.regulations certification standards,limit,competition,NOUN_CHUNK,NOUN_CHUNK
196,services,trade,entire globe,NOUN_CHUNK,NOUN_CHUNK
197,trade,exceed,trade,NOUN_CHUNK,NOUN_CHUNK
198,Services,shape,everyday products,NOUN_CHUNK,NOUN_CHUNK
199,services,come,dealers,NOUN_CHUNK,NOUN_CHUNK
200,trade statistics,count,value,NOUN_CHUNK,NOUN_CHUNK
201,concept,enables,different view,NOUN_CHUNK,NOUN_CHUNK
202,services,represent,31 percent,NOUN_CHUNK,PERCENT
203,foreign services inputs,assuming,greater weight,NOUN_CHUNK,NOUN_CHUNK
204,Exhibit 10).51.Exhibit 10.Although services,contribute,45 percent,NOUN_CHUNK,PERCENT
205,calculation,takes,fact,NOUN_CHUNK,NOUN_CHUNK
206,MULTINATIONALS,USE,INTANGIBLE ASSETS,NOUN_CHUNK,NOUN_CHUNK
207,profitable firms,found,intellectual property,NOUN_CHUNK,NOUN_CHUNK
208,the UN Statistical Commission,revised,the System of National Accounts,ORG,ORG
209,.Exhibit 11.Corporate investment,exceeds,investment,NOUN_CHUNK,NOUN_CHUNK
210,Europe,includes,Austria,LOC,GPE
211,Intangibles,sunk,costs,NOUN_CHUNK,NOUN_CHUNK
212,intangibles,report services,borders,NOUN_CHUNK,NOUN_CHUNK
213,balance,captures,monetary nonmonetary transactions,NOUN_CHUNK,NOUN_CHUNK
214,company French stores,use,local labor,NOUN_CHUNK,NOUN_CHUNK
215,the Starbucks,have,look,ORG,NOUN_CHUNK
216,type,cast,trade balance,NOUN_CHUNK,NOUN_CHUNK
217,counting services,estimates,$120 billion,NOUN_CHUNK,MONEY
218,London,Capturing,value,GPE,NOUN_CHUNK
219,net exports,reflect,exports,NOUN_CHUNK,NOUN_CHUNK
220,statistical agencies,report,export,NOUN_CHUNK,NOUN_CHUNK
221,border flows,includes,costs,NOUN_CHUNK,NOUN_CHUNK
222,upper range,the country,cross - border,NOUN_CHUNK,NOUN_CHUNK
223,the United States,generates,almost one-third,GPE,CARDINAL
224,figures,alter,trade balances,NOUN_CHUNK,NOUN_CHUNK
225,foreign affiliates,generated,revenues,NOUN_CHUNK,NOUN_CHUNK
226,charges,include,flows,NOUN_CHUNK,NOUN_CHUNK
227,Flows,represent,brands,NOUN_CHUNK,NOUN_CHUNK
228,Multiple factors,affect,size,NOUN_CHUNK,NOUN_CHUNK
229,users,watch,more than a billion hours,NOUN_CHUNK,QUANTITY
230,Free digital services,posed,measurement challenge,NOUN_CHUNK,NOUN_CHUNK
231,digital services,attract,hundreds of millions,ORG,CARDINAL
232,Google,serves,about 60 percent,ORG,PERCENT
233,Facebook,represents,24 percent,ORG,PERCENT
234,Free digital services,have,large domestic user bases,NOUN_CHUNK,NOUN_CHUNK
235,technologist Erik Brynjolfsson,estimated,implied value,PERSON,NOUN_CHUNK
236,median participant,set,value,NOUN_CHUNK,NOUN_CHUNK
237,willingness accept survey data,puts,value,NOUN_CHUNK,NOUN_CHUNK
238,approach,yields,lower,NOUN_CHUNK,NOUN_CHUNK
239,search engines,represent,only 23 percent,NOUN_CHUNK,PERCENT
240,services,constitute,almost 70 percent,NOUN_CHUNK,PERCENT
241,ACCOUNTING,CREATE,INVISIBLE VALUE,NOUN_CHUNK,NOUN_CHUNK
242,SERVICES,MAKE,MORE THAN HALF,NOUN_CHUNK,CARDINAL
243,almost 80 percent,increase,global trade,PERCENT,NOUN_CHUNK
244,build,paves,way,NOUN_CHUNK,NOUN_CHUNK
245,conferencing,driving,shift,NOUN_CHUNK,NOUN_CHUNK
246,Chapter 4,analyzes,number,LAW,NOUN_CHUNK
247,companies,make,shift,NOUN_CHUNK,NOUN_CHUNK
248,States,own,infrastructure,NOUN_CHUNK,NOUN_CHUNK
249,companies,purchase,hardware,NOUN_CHUNK,NOUN_CHUNK
250,Salesforce,offers,Salesforce suite,ORG,NOUN_CHUNK
251,business models,gaining,steam,NOUN_CHUNK,NOUN_CHUNK
252,emerging economies,reaching,new level.of industrial maturity,NOUN_CHUNK,NOUN_CHUNK
253,chapter,analyzes,rising demand,NOUN_CHUNK,NOUN_CHUNK
254,the.world economy,reflects,ongoing evolution,NOUN_CHUNK,NOUN_CHUNK
255,billion people,exited,poverty,NOUN_CHUNK,NOUN_CHUNK
256,countries,play,role,NOUN_CHUNK,NOUN_CHUNK
257,Americas,Developing,Americas,ORG,LOC
258,China,given,rise,GPE,NOUN_CHUNK
259,Previous MGI research,highlighted,China,NOUN_CHUNK,GPE
260,China consumers,turned,China,NOUN_CHUNK,GPE
261,Decreased trade intensity,reflects,rising incomes,NOUN_CHUNK,NOUN_CHUNK
262,India,exported,35 percent,GPE,PERCENT
263,population growth,40,market,NOUN_CHUNK,NOUN_CHUNK
264,Growing consumption,creates,export opportunities,NOUN_CHUNK,NOUN_CHUNK
265,rising exports,2017,blow,NOUN_CHUNK,NOUN_CHUNK
266,China,easing,foreign investment restrictions,GPE,NOUN_CHUNK
267,South South trade,represents,almost half,NOUN_CHUNK,CARDINAL
268,exports,constitute,22 percent,NOUN_CHUNK,PERCENT
269,China China,financing,infrastructure construction projects,GPE,NOUN_CHUNK
270,commodities,make,37 percent,NOUN_CHUNK,PERCENT
271,China,BUILDING,DOMESTIC,GPE,NOUN_CHUNK
272,trend,taking,hold,NOUN_CHUNK,NOUN_CHUNK
273,Automotive,saw,especially large increases,NOUN_CHUNK,NOUN_CHUNK
274,Xiaomi,launched,homegrown chip,ORG,NOUN_CHUNK
275,Pinecone.91 Foxconn,established,new base,ORG,NOUN_CHUNK
276,China,retain,types,GPE,NOUN_CHUNK
277,policy,designates,dozens,NOUN_CHUNK,CARDINAL
278,Hefei,has,existing base,GPE,NOUN_CHUNK
279,comprehensive domestic supply chains,taking,root,NOUN_CHUNK,NOUN_CHUNK
280,Textiles,offers,clearest illustration,NOUN_CHUNK,NOUN_CHUNK
